standard,family,shape,lb_per_ft,A_in2,d_in,bf_in,tf_in,tw_in,rx_in,ry_in,T,kdes
AISC,W,W44X408,408.0,120.0,44.8,16.1,2.17,1.22,18.0,3.56,38.0,2.96
AISC,W,W44X368,368.0,108.0,44.4,16.0,1.97,1.1,17.9,3.54,38.0,2.76
AISC,W,W44X335,335.0,98.5,44.0,15.9,1.77,1.03,17.8,3.49,38.0,2.56
AISC,W,W44X290,290.0,85.4,43.6,15.8,1.58,0.865,17.8,3.49,38.0,2.36
AISC,W,W44X262,262.0,77.2,43.3,15.8,1.42,0.785,17.7,3.47,38.0,2.2
AISC,W,W44X230,230.0,67.8,42.9,15.8,1.22,0.71,17.5,3.43,38.0,2.01
AISC,W,W40X655,655.0,193.0,43.6,16.9,3.54,1.97,17.1,3.86,34.0,4.72
AISC,W,W40X593,593.0,174.0,43.0,16.7,3.23,1.79,17.0,3.8,34.0,4.41
AISC,W,W40X503,503.0,148.0,42.1,16.4,2.76,1.54,16.8,3.72,34.0,3.94
AISC,W,W40X431,431.0,127.0,41.3,16.2,2.36,1.34,16.6,3.65,34.0,3.54
AISC,W,W40X397,397.0,117.0,41.0,16.1,2.2,1.22,16.6,3.64,34.0,3.38
AISC,W,W40X372,372.0,110.0,40.6,16.1,2.05,1.16,16.5,3.6,34.0,3.23
AISC,W,W40X362,362.0,106.0,40.6,16.0,2.01,1.12,16.5,3.6,34.0,3.19
AISC,W,W40X324,324.0,95.3,40.2,15.9,1.81,1.0,16.4,3.58,34.0,2.99
AISC,W,W40X297,297.0,87.3,39.8,15.8,1.65,0.93,16.3,3.54,34.0,2.83
AISC,W,W40X277,277.0,81.5,39.7,15.8,1.58,0.83,16.4,3.58,34.0,2.76
AISC,W,W40X249,249.0,73.5,39.4,15.8,1.42,0.75,16.3,3.55,34.0,2.6
AISC,W,W40X215,215.0,63.5,39.0,15.8,1.22,0.65,16.2,3.54,34.0,2.4
AISC,W,W40X199,199.0,58.8,38.7,15.8,1.07,0.65,16.0,3.45,34.0,2.25
AISC,W,W40X392,392.0,116.0,41.6,12.4,2.52,1.42,16.1,2.64,34.0,3.7
AISC,W,W40X331,331.0,97.7,40.8,12.2,2.13,1.22,15.9,2.57,34.0,3.31
AISC,W,W40X327,327.0,95.9,40.8,12.1,2.13,1.18,16.0,2.58,34.0,3.31
AISC,W,W40X294,294.0,86.2,40.4,12.0,1.93,1.06,15.9,2.55,34.0,3.11
AISC,W,W40X278,278.0,82.3,40.2,12.0,1.81,1.03,15.8,2.52,34.0,2.99
AISC,W,W40X264,264.0,77.4,40.0,11.9,1.73,0.96,15.8,2.52,34.0,2.91
AISC,W,W40X235,235.0,69.1,39.7,11.9,1.58,0.83,15.9,2.54,34.0,2.76
AISC,W,W40X211,211.0,62.1,39.4,11.8,1.42,0.75,15.8,2.51,34.0,2.6
AISC,W,W40X183,183.0,53.3,39.0,11.8,1.2,0.65,15.7,2.49,34.0,2.38
AISC,W,W40X167,167.0,49.3,38.6,11.8,1.03,0.65,15.3,2.4,34.0,2.21
AISC,W,W40X149,149.0,43.8,38.2,11.8,0.83,0.63,15.0,2.29,34.0,2.01
AISC,W,W36X925,925.0,272.0,43.1,18.6,4.53,3.02,16.4,4.26,32.375,5.28
AISC,W,W36X853,853.0,251.0,43.1,18.2,4.53,2.52,16.7,4.28,32.375,5.28
AISC,W,W36X802,802.0,236.0,42.6,18.0,4.29,2.38,16.6,4.22,32.375,5.04
AISC,W,W36X723,723.0,213.0,41.8,17.8,3.9,2.17,16.4,4.17,32.375,4.65
AISC,W,W36X652,652.0,192.0,41.1,17.6,3.54,1.97,16.2,4.1,31.375,4.49
AISC,W,W36X529,529.0,156.0,39.8,17.2,2.91,1.61,16.0,4.0,31.375,3.86
AISC,W,W36X487,487.0,143.0,39.3,17.1,2.68,1.5,15.8,3.96,31.375,3.63
AISC,W,W36X441,441.0,130.0,38.9,17.0,2.44,1.36,15.7,3.92,31.375,3.39
AISC,W,W36X395,395.0,116.0,38.4,16.8,2.2,1.22,15.7,3.88,31.375,3.15
AISC,W,W36X361,361.0,106.0,38.0,16.7,2.01,1.12,15.6,3.85,31.375,2.96
AISC,W,W36X330,330.0,96.9,37.7,16.6,1.85,1.02,15.5,3.83,31.375,2.8
AISC,W,W36X302,302.0,89.0,37.3,16.7,1.68,0.945,15.4,3.82,31.375,2.63
AISC,W,W36X282,282.0,82.9,37.1,16.6,1.57,0.885,15.4,3.8,31.375,2.52
AISC,W,W36X262,262.0,77.2,36.9,16.6,1.44,0.84,15.3,3.76,31.375,2.39
AISC,W,W36X247,247.0,72.5,36.7,16.5,1.35,0.8,15.2,3.74,31.375,2.3
AISC,W,W36X231,231.0,68.2,36.5,16.5,1.26,0.76,15.1,3.71,31.375,2.21
AISC,W,W36X387,387.0,114.0,39.1,12.7,2.56,1.42,15.2,2.78,31.5,3.31
AISC,W,W36X350,350.0,103.0,38.6,12.6,2.32,1.3,15.1,2.75,31.5,3.07
AISC,W,W36X318,318.0,93.4,38.2,12.4,2.13,1.18,15.1,2.7,31.5,2.88
AISC,W,W36X286,286.0,83.9,37.8,12.3,1.93,1.06,15.0,2.68,31.5,2.68
AISC,W,W36X256,256.0,75.3,37.4,12.2,1.73,0.96,14.9,2.65,31.5,2.48
AISC,W,W36X232,232.0,68.0,37.1,12.1,1.57,0.87,14.8,2.62,31.5,2.32
AISC,W,W36X210,210.0,61.9,36.7,12.2,1.36,0.83,14.6,2.58,31.5,2.11
AISC,W,W36X194,194.0,57.0,36.5,12.1,1.26,0.765,14.6,2.56,31.5,2.01
AISC,W,W36X182,182.0,53.6,36.3,12.1,1.18,0.725,14.5,2.55,31.5,1.93
AISC,W,W36X170,170.0,50.0,36.2,12.0,1.1,0.68,14.5,2.53,31.5,1.85
AISC,W,W36X160,160.0,47.0,36.0,12.0,1.02,0.65,14.4,2.5,31.5,1.77
AISC,W,W36X150,150.0,44.3,35.9,12.0,0.94,0.625,14.3,2.47,31.5,1.69
AISC,W,W36X135,135.0,39.9,35.6,12.0,0.79,0.6,14.0,2.38,31.5,1.54
AISC,W,W33X387,387.0,114.0,36.0,16.2,2.28,1.26,14.6,3.77,28.875,3.07
AISC,W,W33X354,354.0,104.0,35.6,16.1,2.09,1.16,14.5,3.74,28.875,2.88
AISC,W,W33X318,318.0,93.7,35.2,16.0,1.89,1.04,14.5,3.71,28.875,2.68
AISC,W,W33X291,291.0,85.6,34.8,15.9,1.73,0.96,14.4,3.68,28.875,2.52
AISC,W,W33X263,263.0,77.4,34.5,15.8,1.57,0.87,14.3,3.66,28.875,2.36
AISC,W,W33X241,241.0,71.1,34.2,15.9,1.4,0.83,14.1,3.62,28.875,2.19
AISC,W,W33X221,221.0,65.3,33.9,15.8,1.28,0.775,14.1,3.59,28.875,2.06
AISC,W,W33X201,201.0,59.1,33.7,15.7,1.15,0.715,14.0,3.56,28.875,1.94
AISC,W,W33X169,169.0,49.5,33.8,11.5,1.22,0.67,13.7,2.5,28.875,1.92
AISC,W,W33X152,152.0,44.9,33.5,11.6,1.06,0.635,13.5,2.47,28.875,1.76
AISC,W,W33X141,141.0,41.5,33.3,11.5,0.96,0.605,13.4,2.43,28.875,1.66
AISC,W,W33X130,130.0,38.3,33.1,11.5,0.855,0.58,13.2,2.39,28.875,1.56
AISC,W,W33X118,118.0,34.7,32.9,11.5,0.74,0.55,13.0,2.32,28.875,1.44
AISC,W,W30X391,391.0,115.0,33.2,15.6,2.44,1.36,13.4,3.67,25.75,3.23
AISC,W,W30X357,357.0,105.0,32.8,15.5,2.24,1.24,13.3,3.64,25.75,3.03
AISC,W,W30X326,326.0,95.9,32.4,15.4,2.05,1.14,13.2,3.6,25.75,2.84
AISC,W,W30X292,292.0,86.0,32.0,15.3,1.85,1.02,13.2,3.58,25.75,2.64
AISC,W,W30X261,261.0,77.0,31.6,15.2,1.65,0.93,13.1,3.53,25.75,2.44
AISC,W,W30X235,235.0,69.3,31.3,15.1,1.5,0.83,13.0,3.51,25.75,2.29
AISC,W,W30X211,211.0,62.3,30.9,15.1,1.32,0.775,12.9,3.49,25.75,2.1
AISC,W,W30X191,191.0,56.1,30.7,15.0,1.19,0.71,12.8,3.46,25.75,1.97
AISC,W,W30X173,173.0,50.9,30.4,15.0,1.07,0.655,12.7,3.42,25.75,1.85
AISC,W,W30X148,148.0,43.6,30.7,10.5,1.18,0.65,12.4,2.28,25.75,1.83
AISC,W,W30X132,132.0,38.8,30.3,10.5,1.0,0.615,12.2,2.25,25.75,1.65
AISC,W,W30X124,124.0,36.5,30.2,10.5,0.93,0.585,12.1,2.23,25.75,1.58
AISC,W,W30X116,116.0,34.2,30.0,10.5,0.85,0.565,12.0,2.19,25.75,1.5
AISC,W,W30X108,108.0,31.7,29.8,10.5,0.76,0.545,11.9,2.15,25.75,1.41
AISC,W,W30X99,99.0,29.0,29.7,10.5,0.67,0.52,11.7,2.1,25.75,1.32
AISC,W,W30X90,90.0,26.3,29.5,10.4,0.61,0.47,11.7,2.09,25.75,1.26
AISC,W,W27X539,539.0,159.0,32.5,15.3,3.54,1.97,12.7,3.65,23.0,4.33
AISC,W,W27X368,368.0,109.0,30.4,14.7,2.48,1.38,12.2,3.48,23.0,3.27
AISC,W,W27X336,336.0,99.2,30.0,14.6,2.28,1.26,12.1,3.45,23.0,3.07
AISC,W,W27X307,307.0,90.2,29.6,14.4,2.09,1.16,12.0,3.41,23.0,2.88
AISC,W,W27X281,281.0,83.1,29.3,14.4,1.93,1.06,12.0,3.39,23.0,2.72
AISC,W,W27X258,258.0,76.1,29.0,14.3,1.77,0.98,11.9,3.36,23.0,2.56
AISC,W,W27X235,235.0,69.4,28.7,14.2,1.61,0.91,11.8,3.33,23.0,2.4
AISC,W,W27X217,217.0,63.9,28.4,14.1,1.5,0.83,11.8,3.32,23.0,2.29
AISC,W,W27X194,194.0,57.1,28.1,14.0,1.34,0.75,11.7,3.29,23.0,2.13
AISC,W,W27X178,178.0,52.5,27.8,14.1,1.19,0.725,11.6,3.25,23.0,1.98
AISC,W,W27X161,161.0,47.6,27.6,14.0,1.08,0.66,11.5,3.23,23.0,1.87
AISC,W,W27X146,146.0,43.2,27.4,14.0,0.975,0.605,11.5,3.2,23.0,1.76
AISC,W,W27X129,129.0,37.8,27.6,10.0,1.1,0.61,11.2,2.21,23.0,1.7
AISC,W,W27X114,114.0,33.6,27.3,10.1,0.93,0.57,11.0,2.18,23.0,1.53
AISC,W,W27X102,102.0,30.0,27.1,10.0,0.83,0.515,11.0,2.15,23.0,1.43
AISC,W,W27X94,94.0,27.6,26.9,10.0,0.745,0.49,10.9,2.12,23.0,1.34
AISC,W,W27X84,84.0,24.7,26.7,10.0,0.64,0.46,10.7,2.07,23.0,1.24
AISC,W,W24X370,370.0,109.0,28.0,13.7,2.72,1.52,11.1,3.27,20.0,3.22
AISC,W,W24X335,335.0,98.3,27.5,13.5,2.48,1.38,11.0,3.23,20.0,2.98
AISC,W,W24X306,306.0,89.7,27.1,13.4,2.28,1.26,10.9,3.2,20.0,2.78
AISC,W,W24X279,279.0,81.9,26.7,13.3,2.09,1.16,10.8,3.17,20.0,2.59
AISC,W,W24X250,250.0,73.5,26.3,13.2,1.89,1.04,10.7,3.14,20.0,2.39
AISC,W,W24X229,229.0,67.2,26.0,13.1,1.73,0.96,10.7,3.11,20.0,2.23
AISC,W,W24X207,207.0,60.7,25.7,13.0,1.57,0.87,10.6,3.08,20.0,2.07
AISC,W,W24X192,192.0,56.5,25.5,13.0,1.46,0.81,10.5,3.07,20.0,1.96
AISC,W,W24X176,176.0,51.7,25.2,12.9,1.34,0.75,10.5,3.04,20.0,1.84
AISC,W,W24X162,162.0,47.8,25.0,13.0,1.22,0.705,10.4,3.05,20.0,1.72
AISC,W,W24X146,146.0,43.0,24.7,12.9,1.09,0.65,10.3,3.01,20.0,1.59
AISC,W,W24X131,131.0,38.6,24.5,12.9,0.96,0.605,10.2,2.97,20.0,1.46
AISC,W,W24X117,117.0,34.4,24.3,12.8,0.85,0.55,10.1,2.94,20.0,1.35
AISC,W,W24X104,104.0,30.7,24.1,12.8,0.75,0.5,10.1,2.91,20.0,1.25
AISC,W,W24X103,103.0,30.3,24.5,9.0,0.98,0.55,10.0,1.99,20.0,1.48
AISC,W,W24X94,94.0,27.7,24.3,9.07,0.875,0.515,9.87,1.98,20.0,1.38
AISC,W,W24X84,84.0,24.7,24.1,9.02,0.77,0.47,9.79,1.95,20.0,1.27
AISC,W,W24X76,76.0,22.4,23.9,8.99,0.68,0.44,9.69,1.92,20.0,1.18
AISC,W,W24X68,68.0,20.1,23.7,8.97,0.585,0.415,9.55,1.87,20.0,1.09
AISC,W,W24X62,62.0,18.2,23.7,7.04,0.59,0.43,9.23,1.38,20.75,1.09
AISC,W,W24X55,55.0,16.2,23.6,7.01,0.505,0.395,9.11,1.34,20.75,1.01
AISC,W,W21X275,275.0,81.8,24.1,12.9,2.19,1.22,9.7,3.1,17.25,3.37
AISC,W,W21X248,248.0,73.8,23.7,12.8,1.99,1.1,9.62,3.08,17.25,3.17
AISC,W,W21X223,223.0,66.5,23.4,12.7,1.79,1.0,9.56,3.04,17.25,2.97
AISC,W,W21X201,201.0,59.3,23.0,12.6,1.63,0.91,9.47,3.02,17.25,2.13
AISC,W,W21X182,182.0,53.6,22.7,12.5,1.48,0.83,9.4,3.0,17.25,1.98
AISC,W,W21X166,166.0,48.8,22.5,12.4,1.36,0.75,9.36,2.99,17.25,1.86
AISC,W,W21X147,147.0,43.2,22.1,12.5,1.15,0.72,9.17,2.95,17.25,1.65
AISC,W,W21X132,132.0,38.8,21.8,12.4,1.04,0.65,9.12,2.93,17.25,1.54
AISC,W,W21X122,122.0,35.9,21.7,12.4,0.96,0.6,9.09,2.92,17.25,1.46
AISC,W,W21X111,111.0,32.6,21.5,12.3,0.875,0.55,9.05,2.9,17.25,1.38
AISC,W,W21X101,101.0,29.8,21.4,12.3,0.8,0.5,9.02,2.89,17.25,1.3
AISC,W,W21X93,93.0,27.3,21.6,8.42,0.93,0.58,8.7,1.84,18.375,1.43
AISC,W,W21X83,83.0,24.4,21.4,8.36,0.835,0.515,8.67,1.83,18.375,1.34
AISC,W,W21X73,73.0,21.5,21.2,8.3,0.74,0.455,8.64,1.81,18.375,1.24
AISC,W,W21X68,68.0,20.0,21.1,8.27,0.685,0.43,8.6,1.8,18.375,1.19
AISC,W,W21X62,62.0,18.3,21.0,8.24,0.615,0.4,8.54,1.77,18.375,1.12
AISC,W,W21X55,55.0,16.2,20.8,8.22,0.522,0.375,8.4,1.73,18.375,1.02
AISC,W,W21X48,48.0,14.1,20.6,8.14,0.43,0.35,8.24,1.66,18.375,0.93
AISC,W,W21X57,57.0,16.7,21.1,6.56,0.65,0.405,8.36,1.35,18.375,1.15
AISC,W,W21X50,50.0,14.7,20.8,6.53,0.535,0.38,8.18,1.3,18.375,1.04
AISC,W,W21X44,44.0,13.0,20.7,6.5,0.45,0.35,8.06,1.26,18.375,0.95
AISC,W,W18X311,311.0,91.6,22.3,12.0,2.74,1.52,8.72,2.95,15.125,3.24
AISC,W,W18X283,283.0,83.3,21.9,11.9,2.5,1.4,8.61,2.91,15.125,3.0
AISC,W,W18X258,258.0,76.0,21.5,11.8,2.3,1.28,8.53,2.88,15.125,2.7
AISC,W,W18X234,234.0,68.6,21.1,11.7,2.11,1.16,8.44,2.85,15.125,2.51
AISC,W,W18X211,211.0,62.3,20.7,11.6,1.91,1.06,8.35,2.82,15.125,2.31
AISC,W,W18X192,192.0,56.2,20.4,11.5,1.75,0.96,8.28,2.79,15.125,2.15
AISC,W,W18X175,175.0,51.4,20.0,11.4,1.59,0.89,8.2,2.76,15.125,1.99
AISC,W,W18X158,158.0,46.3,19.7,11.3,1.44,0.81,8.12,2.74,15.125,1.84
AISC,W,W18X143,143.0,42.0,19.5,11.2,1.32,0.73,8.09,2.72,15.125,1.72
AISC,W,W18X130,130.0,38.3,19.3,11.2,1.2,0.67,8.03,2.7,15.125,1.6
AISC,W,W18X119,119.0,35.1,19.0,11.3,1.06,0.655,7.9,2.69,15.125,1.46
AISC,W,W18X106,106.0,31.1,18.7,11.2,0.94,0.59,7.84,2.66,15.125,1.34
AISC,W,W18X97,97.0,28.5,18.6,11.1,0.87,0.535,7.82,2.65,15.125,1.27
AISC,W,W18X86,86.0,25.3,18.4,11.1,0.77,0.48,7.77,2.63,15.125,1.17
AISC,W,W18X76,76.0,22.3,18.2,11.0,0.68,0.425,7.73,2.61,15.125,1.08
AISC,W,W18X71,71.0,20.9,18.5,7.64,0.81,0.495,7.5,1.7,15.5,1.21
AISC,W,W18X65,65.0,19.1,18.4,7.59,0.75,0.45,7.49,1.69,15.5,1.15
AISC,W,W18X60,60.0,17.6,18.2,7.56,0.695,0.415,7.47,1.68,15.5,1.1
AISC,W,W18X55,55.0,16.2,18.1,7.53,0.63,0.39,7.41,1.67,15.5,1.03
AISC,W,W18X50,50.0,14.7,18.0,7.5,0.57,0.355,7.38,1.65,15.5,0.972
AISC,W,W18X46,46.0,13.5,18.1,6.06,0.605,0.36,7.25,1.29,15.5,1.01
AISC,W,W18X40,40.0,11.8,17.9,6.02,0.525,0.315,7.21,1.27,15.5,0.927
AISC,W,W18X35,35.0,10.3,17.7,6.0,0.425,0.3,7.04,1.22,15.5,0.827
AISC,W,W16X100,100.0,29.4,17.0,10.4,0.985,0.585,7.1,2.51,13.25,1.39
AISC,W,W16X89,89.0,26.2,16.8,10.4,0.875,0.525,7.05,2.49,13.25,1.28
AISC,W,W16X77,77.0,22.6,16.5,10.3,0.76,0.455,7.0,2.47,13.25,1.16
AISC,W,W16X67,67.0,19.6,16.3,10.2,0.665,0.395,6.96,2.46,13.25,1.07
AISC,W,W16X57,57.0,16.8,16.4,7.12,0.715,0.43,6.72,1.6,13.625,1.12
AISC,W,W16X50,50.0,14.7,16.3,7.07,0.63,0.38,6.68,1.59,13.625,1.03
AISC,W,W16X45,45.0,13.3,16.1,7.04,0.565,0.345,6.65,1.57,13.625,0.967
AISC,W,W16X40,40.0,11.8,16.0,7.0,0.505,0.305,6.63,1.57,13.625,0.907
AISC,W,W16X36,36.0,10.6,15.9,6.99,0.43,0.295,6.51,1.52,13.625,0.832
AISC,W,W16X31,31.0,9.13,15.9,5.53,0.44,0.275,6.41,1.17,13.625,0.842
AISC,W,W16X26,26.0,7.68,15.7,5.5,0.345,0.25,6.26,1.12,13.625,0.747
AISC,W,W14X873,873.0,257.0,23.6,18.8,5.51,3.94,8.39,4.9,11.25,6.1
AISC,W,W14X808,808.0,238.0,22.8,18.6,5.12,3.74,8.17,4.83,11.25,5.71
AISC,W,W14X730,730.0,215.0,22.4,17.9,4.91,3.07,8.17,4.69,10.0,5.51
AISC,W,W14X665,665.0,196.0,21.6,17.7,4.52,2.83,7.98,4.62,10.0,5.12
AISC,W,W14X605,605.0,178.0,20.9,17.4,4.16,2.6,7.8,4.55,10.0,4.76
AISC,W,W14X550,550.0,162.0,20.2,17.2,3.82,2.38,7.63,4.49,10.0,4.42
AISC,W,W14X500,500.0,147.0,19.6,17.0,3.5,2.19,7.48,4.43,10.0,4.1
AISC,W,W14X455,455.0,134.0,19.0,16.8,3.21,2.02,7.33,4.38,10.0,3.81
AISC,W,W14X426,426.0,125.0,18.7,16.7,3.04,1.88,7.26,4.34,10.0,3.63
AISC,W,W14X398,398.0,117.0,18.3,16.6,2.85,1.77,7.16,4.31,10.0,3.44
AISC,W,W14X370,370.0,109.0,17.9,16.5,2.66,1.66,7.07,4.27,10.0,3.26
AISC,W,W14X342,342.0,101.0,17.5,16.4,2.47,1.54,6.98,4.24,10.0,3.07
AISC,W,W14X311,311.0,91.4,17.1,16.2,2.26,1.41,6.88,4.2,10.0,2.86
AISC,W,W14X283,283.0,83.3,16.7,16.1,2.07,1.29,6.79,4.17,10.0,2.67
AISC,W,W14X257,257.0,75.6,16.4,16.0,1.89,1.18,6.71,4.13,10.0,2.49
AISC,W,W14X233,233.0,68.5,16.0,15.9,1.72,1.07,6.63,4.1,10.0,2.32
AISC,W,W14X211,211.0,62.0,15.7,15.8,1.56,0.98,6.55,4.07,10.0,2.16
AISC,W,W14X193,193.0,56.8,15.5,15.7,1.44,0.89,6.5,4.05,10.0,2.04
AISC,W,W14X176,176.0,51.8,15.2,15.7,1.31,0.83,6.43,4.02,10.0,1.91
AISC,W,W14X159,159.0,46.7,15.0,15.6,1.19,0.745,6.38,4.0,10.0,1.79
AISC,W,W14X145,145.0,42.7,14.8,15.5,1.09,0.68,6.33,3.98,10.0,1.69
AISC,W,W14X132,132.0,38.8,14.7,14.7,1.03,0.645,6.28,3.76,10.0,1.63
AISC,W,W14X120,120.0,35.3,14.5,14.7,0.94,0.59,6.24,3.74,10.0,1.54
AISC,W,W14X109,109.0,32.0,14.3,14.6,0.86,0.525,6.22,3.73,10.0,1.46
AISC,W,W14X99,99.0,29.1,14.2,14.6,0.78,0.485,6.17,3.71,10.0,1.38
AISC,W,W14X90,90.0,26.5,14.0,14.5,0.71,0.44,6.14,3.7,10.0,1.31
AISC,W,W14X82,82.0,24.0,14.3,10.1,0.855,0.51,6.05,2.48,10.875,1.45
AISC,W,W14X74,74.0,21.8,14.2,10.1,0.785,0.45,6.04,2.48,10.875,1.38
AISC,W,W14X68,68.0,20.0,14.0,10.0,0.72,0.415,6.01,2.46,10.875,1.31
AISC,W,W14X61,61.0,17.9,13.9,10.0,0.645,0.375,5.98,2.45,10.875,1.24
AISC,W,W14X53,53.0,15.6,13.9,8.06,0.66,0.37,5.89,1.92,10.875,1.25
AISC,W,W14X48,48.0,14.1,13.8,8.03,0.595,0.34,5.85,1.91,10.875,1.19
AISC,W,W14X43,43.0,12.6,13.7,8.0,0.53,0.305,5.82,1.89,10.875,1.12
AISC,W,W14X38,38.0,11.2,14.1,6.77,0.515,0.31,5.87,1.55,11.625,0.915
AISC,W,W14X34,34.0,10.0,14.0,6.75,0.455,0.285,5.83,1.53,11.625,0.855
AISC,W,W14X30,30.0,8.85,13.8,6.73,0.385,0.27,5.73,1.49,11.625,0.785
AISC,W,W14X26,26.0,7.69,13.9,5.03,0.42,0.255,5.65,1.08,11.625,0.82
AISC,W,W14X22,22.0,6.49,13.7,5.0,0.335,0.23,5.54,1.04,11.625,0.735
AISC,W,W12X336,336.0,98.9,16.8,13.4,2.96,1.78,6.41,3.47,9.125,3.55
AISC,W,W12X305,305.0,89.5,16.3,13.2,2.71,1.63,6.29,3.42,9.125,3.3
AISC,W,W12X279,279.0,81.9,15.9,13.1,2.47,1.53,6.16,3.38,9.125,3.07
AISC,W,W12X252,252.0,74.1,15.4,13.0,2.25,1.4,6.06,3.34,9.125,2.85
AISC,W,W12X230,230.0,67.7,15.1,12.9,2.07,1.29,5.97,3.31,9.125,2.67
AISC,W,W12X210,210.0,61.8,14.7,12.8,1.9,1.18,5.89,3.28,9.125,2.5
AISC,W,W12X190,190.0,56.0,14.4,12.7,1.74,1.06,5.82,3.25,9.125,2.33
AISC,W,W12X170,170.0,50.0,14.0,12.6,1.56,0.96,5.74,3.22,9.125,2.16
AISC,W,W12X152,152.0,44.7,13.7,12.5,1.4,0.87,5.66,3.19,9.125,2.0
AISC,W,W12X136,136.0,39.9,13.4,12.4,1.25,0.79,5.58,3.16,9.125,1.85
AISC,W,W12X120,120.0,35.2,13.1,12.3,1.11,0.71,5.51,3.13,9.125,1.7
AISC,W,W12X106,106.0,31.2,12.9,12.2,0.99,0.61,5.47,3.11,9.125,1.59
AISC,W,W12X96,96.0,28.2,12.7,12.2,0.9,0.55,5.44,3.09,9.125,1.5
AISC,W,W12X87,87.0,25.6,12.5,12.1,0.81,0.515,5.38,3.07,9.125,1.41
AISC,W,W12X79,79.0,23.2,12.4,12.1,0.735,0.47,5.34,3.05,9.125,1.33
AISC,W,W12X72,72.0,21.1,12.3,12.0,0.67,0.43,5.31,3.04,9.125,1.27
AISC,W,W12X65,65.0,19.1,12.1,12.0,0.605,0.39,5.28,3.02,9.125,1.2
AISC,W,W12X58,58.0,17.0,12.2,10.0,0.64,0.36,5.28,2.51,9.25,1.24
AISC,W,W12X53,53.0,15.6,12.1,10.0,0.575,0.345,5.23,2.48,9.25,1.18
AISC,W,W12X50,50.0,14.6,12.2,8.08,0.64,0.37,5.18,1.96,9.25,1.14
AISC,W,W12X45,45.0,13.1,12.1,8.05,0.575,0.335,5.15,1.95,9.25,1.08
AISC,W,W12X40,40.0,11.7,11.9,8.01,0.515,0.295,5.13,1.94,9.25,1.02
AISC,W,W12X35,35.0,10.3,12.5,6.56,0.52,0.3,5.25,1.54,10.125,0.82
AISC,W,W12X30,30.0,8.79,12.3,6.52,0.44,0.26,5.21,1.52,10.125,0.74
AISC,W,W12X26,26.0,7.65,12.2,6.49,0.38,0.23,5.17,1.51,10.125,0.68
AISC,W,W12X22,22.0,6.48,12.3,4.03,0.425,0.26,4.91,0.848,10.375,0.725
AISC,W,W12X19,19.0,5.57,12.2,4.01,0.35,0.235,4.82,0.822,10.375,0.65
AISC,W,W12X16,16.0,4.71,12.0,3.99,0.265,0.22,4.67,0.773,10.375,0.565
AISC,W,W12X14,14.0,4.16,11.9,3.97,0.225,0.2,4.62,0.753,10.375,0.525
AISC,W,W10X112,112.0,32.9,11.4,10.4,1.25,0.755,4.66,2.68,7.5,1.75
AISC,W,W10X100,100.0,29.3,11.1,10.3,1.12,0.68,4.6,2.65,7.5,1.62
AISC,W,W10X88,88.0,26.0,10.8,10.3,0.99,0.605,4.54,2.63,7.5,1.49
AISC,W,W10X77,77.0,22.7,10.6,10.2,0.87,0.53,4.49,2.6,7.5,1.37
AISC,W,W10X68,68.0,19.9,10.4,10.1,0.77,0.47,4.44,2.59,7.5,1.27
AISC,W,W10X60,60.0,17.7,10.2,10.1,0.68,0.42,4.39,2.57,7.5,1.18
AISC,W,W10X54,54.0,15.8,10.1,10.0,0.615,0.37,4.37,2.56,7.5,1.12
AISC,W,W10X49,49.0,14.4,10.0,10.0,0.56,0.34,4.35,2.54,7.5,1.06
AISC,W,W10X45,45.0,13.3,10.1,8.02,0.62,0.35,4.32,2.01,7.5,1.12
AISC,W,W10X39,39.0,11.5,9.92,7.99,0.53,0.315,4.27,1.98,7.5,1.03
AISC,W,W10X33,33.0,9.71,9.73,7.96,0.435,0.29,4.19,1.94,7.5,0.935
AISC,W,W10X30,30.0,8.84,10.5,5.81,0.51,0.3,4.38,1.37,8.25,0.81
AISC,W,W10X26,26.0,7.61,10.3,5.77,0.44,0.26,4.35,1.36,8.25,0.74
AISC,W,W10X22,22.0,6.49,10.2,5.75,0.36,0.24,4.27,1.33,8.25,0.66
AISC,W,W10X19,19.0,5.62,10.2,4.02,0.395,0.25,4.14,0.874,8.375,0.695
AISC,W,W10X17,17.0,4.99,10.1,4.01,0.33,0.24,4.05,0.845,8.375,0.63
AISC,W,W10X15,15.0,4.41,9.99,4.0,0.27,0.23,3.95,0.81,8.375,0.57
AISC,W,W10X12,12.0,3.54,9.87,3.96,0.21,0.19,3.9,0.785,8.375,0.51
AISC,W,W8X67,67.0,19.7,9.0,8.28,0.935,0.57,3.72,2.12,5.75,1.33
AISC,W,W8X58,58.0,17.1,8.75,8.22,0.81,0.51,3.65,2.1,5.75,1.2
AISC,W,W8X48,48.0,14.1,8.5,8.11,0.685,0.4,3.61,2.08,5.75,1.08
AISC,W,W8X40,40.0,11.7,8.25,8.07,0.56,0.36,3.53,2.04,5.75,0.954
AISC,W,W8X35,35.0,10.3,8.12,8.02,0.495,0.31,3.51,2.03,5.75,0.889
AISC,W,W8X31,31.0,9.13,8.0,8.0,0.435,0.285,3.47,2.02,5.75,0.829
AISC,W,W8X28,28.0,8.25,8.06,6.54,0.465,0.285,3.45,1.62,6.125,0.859
