standard,family,shape,lb_per_ft,A_in2,d_in,bf_in,tf_in,tw_in,rx_in,ry_in,T,kdes
AISC,2L,2L6X4X3/8X3/8SLBB,24.6,7.22,4.0,,,,1.16,2.86,,
AISC,2L,2L6X4X3/8X3/4SLBB,24.6,7.22,4.0,,,,1.16,3.0,,
AISC,2L,2L6X4X5/16SLBB,20.6,6.06,4.0,,,,1.17,2.72,,
AISC,2L,2L6X4X5/16X3/8SLBB,20.6,6.06,4.0,,,,1.17,2.85,,
AISC,2L,2L6X4X5/16X3/4SLBB,20.6,6.06,4.0,,,,1.17,2.99,,
AISC,2L,2L6X3-1/2X1/2SLBB,30.6,9.0,3.5,,,,0.968,2.82,,
AISC,2L,2L6X3-1/2X1/2X3/8SLBB,30.6,9.0,3.5,,,,0.968,2.96,,
AISC,2L,2L6X3-1/2X1/2X3/4SLBB,30.6,9.0,3.5,,,,0.968,3.11,,
AISC,2L,2L6X3-1/2X3/8SLBB,23.4,6.88,3.5,,,,0.984,2.8,,
AISC,2L,2L6X3-1/2X3/8X3/8SLBB,23.4,6.88,3.5,,,,0.984,2.94,,
AISC,2L,2L6X3-1/2X3/8X3/4SLBB,23.4,6.88,3.5,,,,0.984,3.08,,
AISC,2L,2L6X3-1/2X5/16SLBB,19.6,5.78,3.5,,,,0.991,2.78,,
AISC,2L,2L6X3-1/2X5/16X3/8SLBB,19.6,5.78,3.5,,,,0.991,2.92,,
AISC,2L,2L6X3-1/2X5/16X3/4SLBB,19.6,5.78,3.5,,,,0.991,3.06,,
AISC,2L,2L5X3-1/2X3/4SLBB,39.6,11.7,3.5,,,,0.974,2.33,,
AISC,2L,2L5X3-1/2X3/4X3/8SLBB,39.6,11.7,3.5,,,,0.974,2.47,,
AISC,2L,2L5X3-1/2X3/4X3/4SLBB,39.6,11.7,3.5,,,,0.974,2.62,,
AISC,2L,2L5X3-1/2X5/8SLBB,33.6,9.86,3.5,,,,0.987,2.3,,
AISC,2L,2L5X3-1/2X5/8X3/8SLBB,33.6,9.86,3.5,,,,0.987,2.45,,
AISC,2L,2L5X3-1/2X5/8X3/4SLBB,33.6,9.86,3.5,,,,0.987,2.59,,
AISC,2L,2L5X3-1/2X1/2SLBB,27.2,8.0,3.5,,,,1.0,2.28,,
AISC,2L,2L5X3-1/2X1/2X3/8SLBB,27.2,8.0,3.5,,,,1.0,2.42,,
AISC,2L,2L5X3-1/2X1/2X3/4SLBB,27.2,8.0,3.5,,,,1.0,2.57,,
AISC,2L,2L5X3-1/2X3/8SLBB,20.8,6.1,3.5,,,,1.02,2.26,,
AISC,2L,2L5X3-1/2X3/8X3/8SLBB,20.8,6.1,3.5,,,,1.02,2.39,,
AISC,2L,2L5X3-1/2X3/8X3/4SLBB,20.8,6.1,3.5,,,,1.02,2.54,,
AISC,2L,2L5X3-1/2X5/16SLBB,17.4,5.12,3.5,,,,1.02,2.25,,
AISC,2L,2L5X3-1/2X5/16X3/8SLBB,17.4,5.12,3.5,,,,1.02,2.38,,
AISC,2L,2L5X3-1/2X5/16X3/4SLBB,17.4,5.12,3.5,,,,1.02,2.52,,
AISC,2L,2L5X3-1/2X1/4SLBB,14.0,4.14,3.5,,,,1.03,2.23,,
AISC,2L,2L5X3-1/2X1/4X3/8SLBB,14.0,4.14,3.5,,,,1.03,2.37,,
AISC,2L,2L5X3-1/2X1/4X3/4SLBB,14.0,4.14,3.5,,,,1.03,2.51,,
AISC,2L,2L5X3X1/2SLBB,25.6,7.5,3.0,,,,0.8240000000000001,2.35,,
AISC,2L,2L5X3X1/2X3/8SLBB,25.6,7.5,3.0,,,,0.8240000000000001,2.5,,
AISC,2L,2L5X3X1/2X3/4SLBB,25.6,7.5,3.0,,,,0.8240000000000001,2.64,,
AISC,2L,2L5X3X7/16SLBB,22.6,6.62,3.0,,,,0.8310000000000001,2.34,,
AISC,2L,2L5X3X7/16X3/8SLBB,22.6,6.62,3.0,,,,0.8310000000000001,2.48,,
AISC,2L,2L5X3X7/16X3/4SLBB,22.6,6.62,3.0,,,,0.8310000000000001,2.63,,
AISC,2L,2L5X3X3/8SLBB,19.6,5.72,3.0,,,,0.838,2.33,,
AISC,2L,2L5X3X3/8X3/8SLBB,19.6,5.72,3.0,,,,0.838,2.47,,
AISC,2L,2L5X3X3/8X3/4SLBB,19.6,5.72,3.0,,,,0.838,2.62,,
AISC,2L,2L5X3X5/16SLBB,16.4,4.82,3.0,,,,0.846,2.32,,
AISC,2L,2L5X3X5/16X3/8SLBB,16.4,4.82,3.0,,,,0.846,2.46,,
AISC,2L,2L5X3X5/16X3/4SLBB,16.4,4.82,3.0,,,,0.846,2.6,,
AISC,2L,2L5X3X1/4SLBB,13.2,3.88,3.0,,,,0.853,2.3,,
AISC,2L,2L5X3X1/4X3/8SLBB,13.2,3.88,3.0,,,,0.853,2.44,,
AISC,2L,2L5X3X1/4X3/4SLBB,13.2,3.88,3.0,,,,0.853,2.58,,
AISC,2L,2L4X3-1/2X1/2SLBB,23.8,7.0,3.5,,,,1.04,1.75,,
AISC,2L,2L4X3-1/2X1/2X3/8SLBB,23.8,7.0,3.5,,,,1.04,1.89,,
AISC,2L,2L4X3-1/2X1/2X3/4SLBB,23.8,7.0,3.5,,,,1.04,2.03,,
AISC,2L,2L4X3-1/2X3/8SLBB,18.2,5.36,3.5,,,,1.05,1.73,,
AISC,2L,2L4X3-1/2X3/8X3/8SLBB,18.2,5.36,3.5,,,,1.05,1.86,,
AISC,2L,2L4X3-1/2X3/8X3/4SLBB,18.2,5.36,3.5,,,,1.05,2.0,,
AISC,2L,2L4X3-1/2X5/16SLBB,15.4,4.5,3.5,,,,1.06,1.72,,
AISC,2L,2L4X3-1/2X5/16X3/8SLBB,15.4,4.5,3.5,,,,1.06,1.85,,
AISC,2L,2L4X3-1/2X5/16X3/4SLBB,15.4,4.5,3.5,,,,1.06,1.99,,
AISC,2L,2L4X3-1/2X1/4SLBB,12.4,3.64,3.5,,,,1.07,1.7,,
AISC,2L,2L4X3-1/2X1/4X3/8SLBB,12.4,3.64,3.5,,,,1.07,1.83,,
AISC,2L,2L4X3-1/2X1/4X3/4SLBB,12.4,3.64,3.5,,,,1.07,1.97,,
AISC,2L,2L4X3X5/8SLBB,27.2,7.98,3.0,,,,0.845,1.84,,
AISC,2L,2L4X3X5/8X3/8SLBB,27.2,7.98,3.0,,,,0.845,1.98,,
AISC,2L,2L4X3X5/8X3/4SLBB,27.2,7.98,3.0,,,,0.845,2.13,,
AISC,2L,2L4X3X1/2SLBB,22.2,6.5,3.0,,,,0.858,1.81,,
AISC,2L,2L4X3X1/2X3/8SLBB,22.2,6.5,3.0,,,,0.858,1.95,,
AISC,2L,2L4X3X1/2X3/4SLBB,22.2,6.5,3.0,,,,0.858,2.1,,
AISC,2L,2L4X3X3/8SLBB,17.0,4.98,3.0,,,,0.873,1.79,,
AISC,2L,2L4X3X3/8X3/8SLBB,17.0,4.98,3.0,,,,0.873,1.93,,
AISC,2L,2L4X3X3/8X3/4SLBB,17.0,4.98,3.0,,,,0.873,2.07,,
AISC,2L,2L4X3X5/16SLBB,14.4,4.18,3.0,,,,0.88,1.78,,
AISC,2L,2L4X3X5/16X3/8SLBB,14.4,4.18,3.0,,,,0.88,1.91,,
AISC,2L,2L4X3X5/16X3/4SLBB,14.4,4.18,3.0,,,,0.88,2.06,,
AISC,2L,2L4X3X1/4SLBB,11.6,3.38,3.0,,,,0.887,1.76,,
AISC,2L,2L4X3X1/4X3/8SLBB,11.6,3.38,3.0,,,,0.887,1.9,,
AISC,2L,2L4X3X1/4X3/4SLBB,11.6,3.38,3.0,,,,0.887,2.04,,
AISC,2L,2L3-1/2X3X1/2SLBB,20.4,6.04,3.0,,,,0.877,1.55,,
AISC,2L,2L3-1/2X3X1/2X3/8SLBB,20.4,6.04,3.0,,,,0.877,1.69,,
AISC,2L,2L3-1/2X3X1/2X3/4SLBB,20.4,6.04,3.0,,,,0.877,1.84,,
AISC,2L,2L3-1/2X3X7/16SLBB,18.2,5.34,3.0,,,,0.885,1.54,,
AISC,2L,2L3-1/2X3X7/16X3/8SLBB,18.2,5.34,3.0,,,,0.885,1.67,,
AISC,2L,2L3-1/2X3X7/16X3/4SLBB,18.2,5.34,3.0,,,,0.885,1.82,,
AISC,2L,2L3-1/2X3X3/8SLBB,15.8,4.64,3.0,,,,0.892,1.52,,
AISC,2L,2L3-1/2X3X3/8X3/8SLBB,15.8,4.64,3.0,,,,0.892,1.66,,
AISC,2L,2L3-1/2X3X3/8X3/4SLBB,15.8,4.64,3.0,,,,0.892,1.81,,
AISC,2L,2L3-1/2X3X5/16SLBB,13.2,3.9,3.0,,,,0.9,1.51,,
AISC,2L,2L3-1/2X3X5/16X3/8SLBB,13.2,3.9,3.0,,,,0.9,1.65,,
AISC,2L,2L3-1/2X3X5/16X3/4SLBB,13.2,3.9,3.0,,,,0.9,1.79,,
AISC,2L,2L3-1/2X3X1/4SLBB,10.8,3.16,3.0,,,,0.908,1.5,,
AISC,2L,2L3-1/2X3X1/4X3/8SLBB,10.8,3.16,3.0,,,,0.908,1.63,,
AISC,2L,2L3-1/2X3X1/4X3/4SLBB,10.8,3.16,3.0,,,,0.908,1.78,,
AISC,2L,2L3-1/2X2-1/2X1/2SLBB,18.8,5.54,2.5,,,,0.7010000000000001,1.62,,
AISC,2L,2L3-1/2X2-1/2X1/2X3/8SLBB,18.8,5.54,2.5,,,,0.7010000000000001,1.76,,
AISC,2L,2L3-1/2X2-1/2X1/2X3/4SLBB,18.8,5.54,2.5,,,,0.7010000000000001,1.91,,
AISC,2L,2L3-1/2X2-1/2X3/8SLBB,14.4,4.24,2.5,,,,0.716,1.59,,
AISC,2L,2L3-1/2X2-1/2X3/8X3/8SLBB,14.4,4.24,2.5,,,,0.716,1.73,,
AISC,2L,2L3-1/2X2-1/2X3/8X3/4SLBB,14.4,4.24,2.5,,,,0.716,1.88,,
AISC,2L,2L3-1/2X2-1/2X5/16SLBB,12.2,3.58,2.5,,,,0.723,1.58,,
AISC,2L,2L3-1/2X2-1/2X5/16X3/8SLBB,12.2,3.58,2.5,,,,0.723,1.72,,
AISC,2L,2L3-1/2X2-1/2X5/16X3/4SLBB,12.2,3.58,2.5,,,,0.723,1.87,,
AISC,2L,2L3-1/2X2-1/2X1/4SLBB,9.8,2.9,2.5,,,,0.731,1.57,,
AISC,2L,2L3-1/2X2-1/2X1/4X3/8SLBB,9.8,2.9,2.5,,,,0.731,1.7,,
AISC,2L,2L3-1/2X2-1/2X1/4X3/4SLBB,9.8,2.9,2.5,,,,0.731,1.85,,
AISC,2L,2L3X2-1/2X1/2SLBB,17.0,5.0,2.5,,,,0.718,1.35,,
AISC,2L,2L3X2-1/2X1/2X3/8SLBB,17.0,5.0,2.5,,,,0.718,1.49,,
AISC,2L,2L3X2-1/2X1/2X3/4SLBB,17.0,5.0,2.5,,,,0.718,1.64,,
AISC,2L,2L3X2-1/2X7/16SLBB,15.2,4.44,2.5,,,,0.724,1.34,,
AISC,2L,2L3X2-1/2X7/16X3/8SLBB,15.2,4.44,2.5,,,,0.724,1.48,,
AISC,2L,2L3X2-1/2X7/16X3/4SLBB,15.2,4.44,2.5,,,,0.724,1.63,,
AISC,2L,2L3X2-1/2X3/8SLBB,13.2,3.86,2.5,,,,0.731,1.32,,
AISC,2L,2L3X2-1/2X3/8X3/8SLBB,13.2,3.86,2.5,,,,0.731,1.46,,
AISC,2L,2L3X2-1/2X3/8X3/4SLBB,13.2,3.86,2.5,,,,0.731,1.61,,
AISC,2L,2L3X2-1/2X5/16SLBB,11.2,3.26,2.5,,,,0.739,1.31,,
AISC,2L,2L3X2-1/2X5/16X3/8SLBB,11.2,3.26,2.5,,,,0.739,1.45,,
AISC,2L,2L3X2-1/2X5/16X3/4SLBB,11.2,3.26,2.5,,,,0.739,1.6,,
AISC,2L,2L3X2-1/2X1/4SLBB,9.0,2.64,2.5,,,,0.746,1.3,,
AISC,2L,2L3X2-1/2X1/4X3/8SLBB,9.0,2.64,2.5,,,,0.746,1.44,,
AISC,2L,2L3X2-1/2X1/4X3/4SLBB,9.0,2.64,2.5,,,,0.746,1.58,,
AISC,2L,2L3X2-1/2X3/16SLBB,6.78,2.0,2.5,,,,0.753,1.29,,
AISC,2L,2L3X2-1/2X3/16X3/8SLBB,6.78,2.0,2.5,,,,0.753,1.42,,
AISC,2L,2L3X2-1/2X3/16X3/4SLBB,6.78,2.0,2.5,,,,0.753,1.57,,
AISC,2L,2L3X2X1/2SLBB,15.4,4.52,2.0,,,,0.543,1.42,,
AISC,2L,2L3X2X1/2X3/8SLBB,15.4,4.52,2.0,,,,0.543,1.56,,
AISC,2L,2L3X2X1/2X3/4SLBB,15.4,4.52,2.0,,,,0.543,1.72,,
AISC,2L,2L3X2X3/8SLBB,11.8,3.5,2.0,,,,0.555,1.39,,
AISC,2L,2L3X2X3/8X3/8SLBB,11.8,3.5,2.0,,,,0.555,1.54,,
AISC,2L,2L3X2X3/8X3/4SLBB,11.8,3.5,2.0,,,,0.555,1.69,,
AISC,2L,2L3X2X5/16SLBB,10.0,2.96,2.0,,,,0.562,1.38,,
AISC,2L,2L3X2X5/16X3/8SLBB,10.0,2.96,2.0,,,,0.562,1.52,,
AISC,2L,2L3X2X5/16X3/4SLBB,10.0,2.96,2.0,,,,0.562,1.67,,
AISC,2L,2L3X2X1/4SLBB,8.2,2.4,2.0,,,,0.5690000000000001,1.37,,
AISC,2L,2L3X2X1/4X3/8SLBB,8.2,2.4,2.0,,,,0.5690000000000001,1.51,,
AISC,2L,2L3X2X1/4X3/4SLBB,8.2,2.4,2.0,,,,0.5690000000000001,1.66,,
AISC,2L,2L3X2X3/16SLBB,6.14,1.83,2.0,,,,0.577,1.35,,
AISC,2L,2L3X2X3/16X3/8SLBB,6.14,1.83,2.0,,,,0.577,1.49,,
AISC,2L,2L3X2X3/16X3/4SLBB,6.14,1.83,2.0,,,,0.577,1.64,,
AISC,2L,2L2-1/2X2X3/8SLBB,10.6,3.1,2.0,,,,0.5740000000000001,1.13,,
AISC,2L,2L2-1/2X2X3/8X3/8SLBB,10.6,3.1,2.0,,,,0.5740000000000001,1.27,,
AISC,2L,2L2-1/2X2X3/8X3/4SLBB,10.6,3.1,2.0,,,,0.5740000000000001,1.42,,
AISC,2L,2L2-1/2X2X5/16SLBB,9.0,2.64,2.0,,,,0.581,1.12,,
AISC,2L,2L2-1/2X2X5/16X3/8SLBB,9.0,2.64,2.0,,,,0.581,1.26,,
AISC,2L,2L2-1/2X2X5/16X3/4SLBB,9.0,2.64,2.0,,,,0.581,1.41,,
AISC,2L,2L2-1/2X2X1/4SLBB,7.24,2.14,2.0,,,,0.589,1.1,,
AISC,2L,2L2-1/2X2X1/4X3/8SLBB,7.24,2.14,2.0,,,,0.589,1.24,,
AISC,2L,2L2-1/2X2X1/4X3/4SLBB,7.24,2.14,2.0,,,,0.589,1.39,,
AISC,2L,2L2-1/2X2X3/16SLBB,5.5,1.64,2.0,,,,0.597,1.09,,
AISC,2L,2L2-1/2X2X3/16X3/8SLBB,5.5,1.64,2.0,,,,0.597,1.23,,
AISC,2L,2L2-1/2X2X3/16X3/4SLBB,5.5,1.64,2.0,,,,0.597,1.38,,
AISC,2L,2L2-1/2X1-1/2X1/4SLBB,6.38,1.89,1.5,,,,0.409,1.17,,
AISC,2L,2L2-1/2X1-1/2X1/4X3/8SLBB,6.38,1.89,1.5,,,,0.409,1.32,,
AISC,2L,2L2-1/2X1-1/2X1/4X3/4SLBB,6.38,1.89,1.5,,,,0.409,1.47,,
AISC,2L,2L2-1/2X1-1/2X3/16SLBB,4.88,1.45,1.5,,,,0.416,1.16,,
AISC,2L,2L2-1/2X1-1/2X3/16X3/8SLBB,4.88,1.45,1.5,,,,0.416,1.3,,
AISC,2L,2L2-1/2X1-1/2X3/16X3/4SLBB,4.88,1.45,1.5,,,,0.416,1.46,,
AISC,HSS,HSS34X10X1,277.07,76.2,,,,,11.2,4.19,,
AISC,HSS,HSS34X10X7/8,244.88,67.3,,,,,11.3,4.24,,
AISC,HSS,HSS34X10X3/4,212.0,58.2,,,,,11.4,4.29,,
AISC,HSS,HSS34X10X5/8,178.41,48.9,,,,,11.5,4.35,,
AISC,HSS,HSS30X10X1,249.85,68.7,,,,,10.0,4.15,,
AISC,HSS,HSS30X10X7/8,221.06,60.8,,,,,10.1,4.2,,
AISC,HSS,HSS30X10X3/4,191.58,52.6,,,,,10.2,4.25,,
AISC,HSS,HSS30X10X5/8,161.4,44.3,,,,,10.2,4.31,,
AISC,HSS,HSS30X10X1/2,130.52,35.8,,,,,10.3,4.36,,
AISC,HSS,HSS24X20X3/4,212.0,58.2,,,,,9.23,8.02,,
AISC,HSS,HSS24X20X5/8,178.41,48.9,,,,,9.29,8.08,,
AISC,HSS,HSS24X20X1/2,144.13,39.5,,,,,9.34,8.13,,
AISC,HSS,HSS24X20X3/8,109.15,29.9,,,,,9.4,8.19,,
AISC,HSS,HSS24X20X5/16,91.39,25.1,,,,,9.43,8.21,,
AISC,HSS,HSS24X18X3/4,201.79,55.4,,,,,9.09,7.29,,
AISC,HSS,HSS24X18X5/8,169.91,46.6,,,,,9.15,7.34,,
AISC,HSS,HSS24X18X1/2,137.32,37.6,,,,,9.21,7.39,,
AISC,HSS,HSS24X18X3/8,104.04,28.5,,,,,9.27,7.45,,
AISC,HSS,HSS24X18X5/16,87.14,23.9,,,,,9.3,7.47,,
AISC,HSS,HSS24X16X3/4,191.58,52.6,,,,,8.93,6.53,,
AISC,HSS,HSS24X16X5/8,161.4,44.3,,,,,8.99,6.59,,
AISC,HSS,HSS24X16X1/2,130.52,35.8,,,,,9.05,6.64,,
AISC,HSS,HSS24X16X3/8,98.94,27.1,,,,,9.12,6.69,,
AISC,HSS,HSS24X16X5/16,82.88,22.7,,,,,9.15,6.72,,
AISC,HSS,HSS24X14X3/4,181.37,49.8,,,,,8.76,5.77,,
AISC,HSS,HSS24X14X5/8,152.89,41.9,,,,,8.82,5.82,,
AISC,HSS,HSS24X14X1/2,123.71,33.9,,,,,8.88,5.87,,
AISC,HSS,HSS24X14X3/8,93.83,25.7,,,,,8.94,5.92,,
AISC,HSS,HSS24X14X5/16,78.63,21.6,,,,,8.98,5.95,,
AISC,HSS,HSS24X14X1/4,63.25,17.4,,,,,9.01,5.98,,
AISC,HSS,HSS24X12X1,222.63,61.3,,,,,8.42,4.88,,
AISC,HSS,HSS24X12X7/8,197.24,54.3,,,,,8.49,4.93,,
AISC,HSS,HSS24X12X3/4,171.16,47.1,,,,,8.55,4.98,,
AISC,HSS,HSS24X12X5/8,144.39,39.6,,,,,8.62,5.03,,
AISC,HSS,HSS24X12X1/2,116.91,32.1,,,,,8.68,5.08,,
AISC,HSS,HSS24X12X3/8,88.73,24.3,,,,,8.75,5.14,,
AISC,HSS,HSS24X12X5/16,74.38,20.4,,,,,8.78,5.16,,
AISC,HSS,HSS24X12X1/4,59.85,16.4,,,,,8.82,5.19,,
AISC,HSS,HSS24X8X1/2,103.3,28.3,,,,,8.19,3.44,,
AISC,HSS,HSS24X8X3/8,78.52,21.5,,,,,8.27,3.5,,
AISC,HSS,HSS24X8X5/16,65.87,18.1,,,,,8.3,3.52,,
AISC,HSS,HSS24X8X1/4,53.05,14.6,,,,,8.34,3.55,,
AISC,HSS,HSS22X22X1,277.07,76.2,,,,,8.54,8.54,,
AISC,HSS,HSS22X22X7/8,244.88,67.3,,,,,8.59,8.59,,
AISC,HSS,HSS22X22X3/4,212.0,58.2,,,,,8.65,8.65,,
AISC,HSS,HSS22X22X5/8,178.41,48.9,,,,,8.7,8.7,,
AISC,HSS,HSS22X22X1/2,144.13,39.5,,,,,8.76,8.76,,
AISC,HSS,HSS22X20X3/4,201.79,55.4,,,,,8.54,7.93,,
AISC,HSS,HSS22X20X5/8,169.91,46.6,,,,,8.59,7.99,,
AISC,HSS,HSS22X20X1/2,137.32,37.6,,,,,8.65,8.04,,
AISC,HSS,HSS22X20X3/8,104.04,28.5,,,,,8.71,8.1,,
AISC,HSS,HSS22X20X5/16,87.14,23.9,,,,,8.73,8.13,,
AISC,HSS,HSS22X18X3/4,191.58,52.6,,,,,8.41,7.21,,
AISC,HSS,HSS22X18X5/8,161.4,44.3,,,,,8.47,7.26,,
AISC,HSS,HSS22X18X1/2,130.52,35.8,,,,,8.52,7.31,,
AISC,HSS,HSS22X18X3/8,98.94,27.1,,,,,8.58,7.37,,
AISC,HSS,HSS22X18X5/16,82.88,22.7,,,,,8.61,7.4,,
AISC,HSS,HSS22X16X3/4,181.37,49.8,,,,,8.26,6.47,,
AISC,HSS,HSS22X16X5/8,152.89,41.9,,,,,8.32,6.52,,
AISC,HSS,HSS22X16X1/2,123.71,33.9,,,,,8.38,6.57,,
AISC,HSS,HSS22X16X3/8,93.83,25.7,,,,,8.44,6.63,,
AISC,HSS,HSS22X16X5/16,78.63,21.6,,,,,8.47,6.65,,
AISC,HSS,HSS22X16X1/4,63.25,17.4,,,,,8.5,6.68,,
AISC,HSS,HSS22X14X3/4,171.16,47.1,,,,,8.1,5.71,,
AISC,HSS,HSS22X14X5/8,144.39,39.6,,,,,8.16,5.76,,
AISC,HSS,HSS22X14X1/2,116.91,32.1,,,,,8.22,5.81,,
AISC,HSS,HSS22X14X3/8,88.73,24.3,,,,,8.29,5.87,,
AISC,HSS,HSS22X14X5/16,74.38,20.4,,,,,8.32,5.89,,
AISC,HSS,HSS22X14X1/4,59.85,16.4,,,,,8.35,5.92,,
AISC,HSS,HSS22X10X5/8,127.37,35.0,,,,,7.76,4.19,,
AISC,HSS,HSS22X10X1/2,103.3,28.3,,,,,7.83,4.24,,
AISC,HSS,HSS22X10X3/8,78.52,21.5,,,,,7.9,4.29,,
AISC,HSS,HSS22X10X5/16,65.87,18.1,,,,,7.93,4.32,,
AISC,HSS,HSS22X10X1/4,53.05,14.6,,,,,7.96,4.34,,
AISC,HSS,HSS20X20X1,249.85,68.7,,,,,7.72,7.72,,
AISC,HSS,HSS20X20X7/8,221.06,60.8,,,,,7.77,7.77,,
AISC,HSS,HSS20X20X3/4,191.58,52.6,,,,,7.84,7.84,,
AISC,HSS,HSS20X20X5/8,161.4,44.3,,,,,7.88,7.88,,
AISC,HSS,HSS20X20X1/2,130.52,35.8,,,,,7.95,7.95,,
AISC,HSS,HSS20X20X3/8,98.94,27.1,,,,,8.0,8.0,,
AISC,HSS,HSS20X20X5/16,82.88,22.7,,,,,8.03,8.03,,
AISC,HSS,HSS20X16X3/4,171.16,47.1,,,,,7.59,6.39,,
AISC,HSS,HSS20X16X5/8,144.39,39.6,,,,,7.65,6.44,,
AISC,HSS,HSS20X16X1/2,116.91,32.1,,,,,7.7,6.5,,
AISC,HSS,HSS20X16X3/8,88.73,24.3,,,,,7.76,6.55,,
AISC,HSS,HSS20X16X5/16,74.38,20.4,,,,,7.79,6.58,,
AISC,HSS,HSS20X16X1/4,59.85,16.4,,,,,7.82,6.6,,
AISC,HSS,HSS20X12X1,195.4,53.8,,,,,7.14,4.78,,
AISC,HSS,HSS20X12X7/8,173.43,47.7,,,,,7.2,4.83,,
AISC,HSS,HSS20X12X3/4,150.75,41.5,,,,,7.26,4.88,,
AISC,HSS,HSS20X12X5/8,127.37,35.0,,,,,7.33,4.93,,
AISC,HSS,HSS20X12X1/2,103.3,28.3,,,,,7.39,4.99,,
AISC,HSS,HSS20X12X3/8,78.52,21.5,,,,,7.45,5.04,,
AISC,HSS,HSS20X12X5/16,65.87,18.1,,,,,7.48,5.07,,
AISC,HSS,HSS20X8X1,168.18,46.4,,,,,6.67,3.19,,
AISC,HSS,HSS20X8X7/8,149.61,41.2,,,,,6.74,3.24,,
AISC,HSS,HSS20X8X3/4,130.33,35.9,,,,,6.82,3.29,,
AISC,HSS,HSS20X8X5/8,110.36,30.3,,,,,6.89,3.34,,
AISC,HSS,HSS20X8X1/2,89.68,24.6,,,,,6.96,3.39,,
AISC,HSS,HSS20X8X3/8,68.31,18.7,,,,,7.03,3.44,,
AISC,HSS,HSS20X8X5/16,57.36,15.7,,,,,7.07,3.47,,
AISC,HSS,HSS20X6X5/8,101.85,28.0,,,,,6.6,2.5,,
AISC,HSS,HSS20X6X1/2,82.88,22.8,,,,,6.68,2.55,,
AISC,HSS,HSS20X6X3/8,63.21,17.3,,,,,6.76,2.6,,
AISC,HSS,HSS20X6X5/16,53.11,14.6,,,,,6.79,2.63,,
AISC,HSS,HSS20X6X1/4,42.84,11.8,,,,,6.83,2.66,,
AISC,HSS,HSS20X4X1/2,76.07,20.9,,,,,6.33,1.68,,
AISC,HSS,HSS20X4X3/8,58.1,16.0,,,,,6.42,1.73,,
AISC,HSS,HSS20X4X5/16,48.86,13.4,,,,,6.46,1.75,,
AISC,HSS,HSS20X4X1/4,39.43,10.8,,,,,6.5,1.78,,
AISC,HSS,HSS18X18X1,222.63,61.3,,,,,6.9,6.9,,
AISC,HSS,HSS18X18X7/8,197.24,54.3,,,,,6.96,6.96,,
AISC,HSS,HSS18X18X3/4,171.16,47.1,,,,,7.02,7.02,,
AISC,HSS,HSS18X18X5/8,144.39,39.6,,,,,7.07,7.07,,
AISC,HSS,HSS18X18X1/2,116.91,32.1,,,,,7.13,7.13,,
AISC,HSS,HSS18X18X3/8,88.73,24.3,,,,,7.18,7.18,,
AISC,HSS,HSS18X18X5/16,74.38,20.4,,,,,7.21,7.21,,
AISC,HSS,HSS18X18X1/4,59.85,16.4,,,,,7.24,7.24,,
AISC,HSS,HSS18X10X5/8,110.36,30.3,,,,,6.49,4.1,,
AISC,HSS,HSS18X10X1/2,89.68,24.6,,,,,6.55,4.16,,
AISC,HSS,HSS18X10X3/8,68.31,18.7,,,,,6.61,4.21,,
AISC,HSS,HSS18X10X5/16,57.36,15.7,,,,,6.65,4.23,,
AISC,HSS,HSS18X10X1/4,46.24,12.7,,,,,6.68,4.26,,
AISC,HSS,HSS18X8X5/8,101.85,28.0,,,,,6.27,3.31,,
AISC,HSS,HSS18X8X1/2,82.88,22.8,,,,,6.33,3.36,,
AISC,HSS,HSS18X8X3/8,63.21,17.3,,,,,6.4,3.41,,
AISC,HSS,HSS18X8X5/16,53.11,14.6,,,,,6.44,3.44,,
AISC,HSS,HSS18X8X1/4,42.84,11.8,,,,,6.47,3.46,,
AISC,HSS,HSS18X6X3/4,109.91,30.3,,,,,5.92,2.43,,
AISC,HSS,HSS18X6X5/8,93.34,25.7,,,,,6.0,2.48,,
AISC,HSS,HSS18X6X1/2,76.07,20.9,,,,,6.07,2.53,,
AISC,HSS,HSS18X6X3/8,58.1,16.0,,,,,6.15,2.58,,
AISC,HSS,HSS18X6X5/16,48.86,13.4,,,,,6.18,2.61,,
AISC,HSS,HSS18X6X1/4,39.43,10.8,,,,,6.22,2.63,,
AISC,HSS,HSS16X16X1,195.4,53.8,,,,,6.09,6.09,,
AISC,HSS,HSS16X16X7/8,173.43,47.7,,,,,6.14,6.14,,
AISC,HSS,HSS16X16X3/4,150.75,41.5,,,,,6.19,6.19,,
AISC,HSS,HSS16X16X5/8,127.37,35.0,,,,,6.25,6.25,,
AISC,HSS,HSS16X16X1/2,103.3,28.3,,,,,6.31,6.31,,
AISC,HSS,HSS16X16X3/8,78.52,21.5,,,,,6.37,6.37,,
AISC,HSS,HSS16X16X5/16,65.87,18.1,,,,,6.39,6.39,,
AISC,HSS,HSS16X16X1/4,53.05,14.6,,,,,6.42,6.42,,
AISC,HSS,HSS16X12X1,168.18,46.4,,,,,5.82,4.64,,
AISC,HSS,HSS16X12X7/8,149.61,41.2,,,,,5.88,4.7,,
AISC,HSS,HSS16X12X3/4,130.33,35.9,,,,,5.95,4.75,,
AISC,HSS,HSS16X12X5/8,110.36,30.3,,,,,6.0,4.8,,
